ID;Lat;Lon;Alt;Vel;Ax;Ay;Az;Mx;My;Mz
187;47.4731608333333;19.0632482833333;110.693;7.361;0.565;0.01;1.935;-11.68;4.16;-28.96
188;47.4731525833333;19.06324075;110.715;7.708;0.565;0.01;1.935;-11.68;4.16;-28.96
189;47.4731525833333;19.06324075;110.715;7.708;0.565;0.01;1.935;-11.68;4.16;-28.96
190;47.4731430166667;19.0632368;110.747;7.708;0.565;0.01;1.935;-11.68;4.16;-28.96
191;47.4731382;19.0632365166667;110.763;7.708;0.565;0.01;1.935;-11.68;4.16;-28.96
192;47.4731382;19.0632365166667;110.763;7.955;0.565;0.01;1.935;-11.68;4.16;-28.96
193;47.4731334166667;19.0632371333333;110.772;7.955;0.565;0.01;1.935;-11.68;4.16;-28.96
194;47.4731235833333;19.0632406333333;110.786;7.955;0.565;0.01;1.935;-11.68;4.16;-28.96
195;47.4731235833333;19.0632406333333;110.786;7.955;0.565;0.01;1.935;-11.68;4.16;-28.96
196;47.4731187;19.0632442333333;110.767;8.313;0.565;0.01;1.935;-11.68;4.16;-28.96
197;47.4731105333333;19.0632538166667;110.739;8.313;0.565;0.01;1.935;-11.68;4.16;-28.96
198;47.4731105333333;19.0632538166667;110.739;8.313;0.565;0.01;1.935;-11.68;4.16;-28.96
199;47.47310705;19.0632599333333;110.723;8.313;0.565;0.01;1.935;-11.68;4.16;-28.96
200;47.4731043833333;19.0632665833333;110.723;8.887;0.565;0.01;1.935;-11.68;4.16;-28.96
201;47.4731024;19.0632741;110.738;8.887;0.565;0.01;1.935;-11.68;4.16;-28.96
202;47.4730998666667;19.0632909166667;110.731;8.887;0.565;0.01;1.935;-11.68;4.16;-28.96
203;47.4730997666667;19.0632998333333;110.697;8.887;0.565;0.01;1.935;-11.68;4.16;-28.96
204;47.4730997666667;19.0632998333333;110.697;9.78;0.565;0.01;1.935;-11.68;4.16;-28.96
205;47.47310315;19.0633170333333;110.583;9.78;0.565;0.01;1.935;-11.68;4.16;-28.96
206;47.4731059666667;19.0633251833333;110.567;9.78;0.565;0.01;1.935;-11.68;4.16;-28.96
207;47.4731059666667;19.0633251833333;110.567;9.78;0.565;0.01;1.935;-11.68;4.16;-28.96
208;47.47310985;19.0633321833333;110.582;9.799;0.565;0.01;1.935;-11.68;4.16;-28.96
209;47.4731143833333;19.0633382166667;110.569;9.799;0.565;0.01;1.935;-11.68;4.16;-28.96
210;47.4731197833333;19.0633431166667;110.576;9.799;0.565;0.01;1.935;-11.68;4.16;-28.96
211;47.4731257333333;19.063347;110.596;9.799;0.565;0.01;1.935;-11.68;4.16;-28.96
212;47.4731318166667;19.0633492833333;110.599;10.04;0.565;0.01;1.935;-11.68;4.16;-28.96
213;47.47314445;19.0633490333333;110.617;10.04;0.565;0.01;1.935;-11.68;4.16;-28.96
214;47.47314445;19.0633490333333;110.617;10.04;0.565;0.01;1.935;-11.68;4.16;-28.96
215;47.47315525;19.0633452;110.6;10.04;0.565;0.01;1.935;-11.68;4.16;-28.96
216;47.4731598;19.0633433166667;110.581;7.466;0.565;0.01;1.935;-11.68;4.16;-28.96
217;47.4731629;19.0633414166667;110.524;7.466;0.565;0.01;1.935;-11.68;4.16;-28.96
218;47.4731654166667;19.0633396166667;110.429;7.466;0.565;0.01;1.935;-11.68;4.16;-28.96
219;47.4731667166667;19.0633393833333;110.525;7.466;0.565;0.01;1.935;-11.68;4.16;-28.96
220;47.4731667166667;19.0633393833333;110.525;2.563;0.565;0.01;1.935;-11.68;4.16;-28.96
221;47.47316975;19.0633378166667;110.514;2.563;0.565;0.01;1.935;-11.68;4.16;-28.96
222;47.47316975;19.0633378166667;110.514;2.563;0.565;0.01;1.935;-11.68;4.16;-28.96
223;47.4731706833333;19.0633373333333;110.501;2.563;0.565;0.01;1.935;-11.68;4.16;-28.96
224;47.473171;19.0633377333333;110.495;0.123;0.565;0.01;1.935;-11.68;4.16;-28.96
225;47.4731709333333;19.0633379333333;110.49;0.123;0.565;0.01;1.935;-11.68;4.16;-28.96
226;47.4731710833333;19.0633379;110.491;0.123;0.565;0.01;1.935;-11.68;4.16;-28.96
227;47.473171;19.06333785;110.482;0.123;0.565;0.01;1.935;-11.68;4.16;-28.96
228;47.473171;19.06333785;110.482;0.113;0.565;0.01;1.935;-11.68;4.16;-28.96
229;47.4731709333333;19.0633378666667;110.472;0.113;0.565;0.01;1.935;-11.68;4.16;-28.96
230;47.4731708833333;19.0633379333333;110.462;0.113;0.565;0.01;1.935;-11.68;4.16;-28.96
231;47.47317095;19.0633380166667;110.453;0.113;0.565;0.01;1.935;-11.68;4.16;-28.96
232;47.47317095;19.0633380166667;110.453;0.596;0.565;0.01;1.935;-11.68;4.16;-28.96
233;47.4731720333333;19.0633373833333;110.441;0.596;0.565;0.01;1.935;-11.68;4.16;-28.96
234;47.4731728166667;19.06333675;110.448;0.596;0.565;0.01;1.935;-11.68;4.16;-28.96
235;47.4731728166667;19.06333675;110.448;0.596;0.565;0.01;1.935;-11.68;4.16;-28.96
236;47.47317415;19.0633361;110.463;2.832;0.565;0.01;1.935;-11.68;4.16;-28.96
237;47.4731759;19.0633347166667;110.466;2.832;0.565;0.01;1.935;-11.68;4.16;-28.96
238;47.4731775833333;19.0633331166667;110.462;2.832;0.565;0.01;1.935;-11.68;4.16;-28.96
239;47.4731794333333;19.063331;110.458;2.832;0.565;0.01;1.935;-11.68;4.16;-28.96
240;47.4731813833333;19.0633279166667;110.488;5.167;0.565;0.01;1.935;-11.68;4.16;-28.96
241;47.4731837666667;19.0633246666667;110.497;5.167;0.565;0.01;1.935;-11.68;4.16;-28.96
242;47.4731883833333;19.06331535;110.5;5.167;0.565;0.01;1.935;-11.68;4.16;-28.96
243;47.4731902666667;19.0633095;110.533;5.167;0.565;0.01;1.935;-11.68;4.16;-28.96
244;47.4731902666667;19.0633095;110.533;7.093;0.565;0.01;1.935;-11.68;4.16;-28.96
245;47.4731930833333;19.0632957333333;110.554;7.093;0.565;0.01;1.935;-11.68;4.16;-28.96
246;47.4731930833333;19.0632957333333;110.554;7.093;0.565;0.01;1.935;-11.68;4.16;-28.96
247;47.4731934333333;19.063281;110.559;7.093;0.565;0.01;1.935;-11.68;4.16;-28.96
248;47.4731931666667;19.0632741166667;110.567;7.574;0.565;0.01;1.935;-11.68;4.16;-28.96
249;47.4731928166667;19.06326745;110.573;7.574;0.565;0.01;1.935;-11.68;4.16;-28.96
250;47.4731922833333;19.0632610333333;110.569;7.574;0.565;0.01;1.935;-11.68;4.16;-28.96
251;47.4731922833333;19.0632610333333;110.569;7.574;0.565;0.01;1.935;-11.68;4.16;-28.96
252;47.4731915666667;19.0632549333333;110.57;6.682;0.565;0.01;1.935;-11.68;4.16;-28.96
253;47.473191;19.0632488166667;110.584;6.682;0.565;0.01;1.935;-11.68;4.16;-28.96
254;47.4731906333333;19.0632371666667;110.576;6.682;0.565;0.01;1.935;-11.68;4.16;-28.96
255;47.4731906333333;19.0632371666667;110.576;6.682;0.565;0.01;1.935;-11.68;4.16;-28.96
256;47.4731905;19.0632315666667;110.573;5.601;0.565;0.01;1.935;-11.68;4.16;-28.96
257;47.4731906833333;19.0632262666667;110.593;5.601;0.565;0.01;1.935;-11.68;4.16;-28.96
258;47.473191;19.0632214166667;110.621;5.601;0.565;0.01;1.935;-11.68;4.16;-28.96
259;47.4731925333333;19.0632108666667;110.7;5.601;0.565;0.01;1.935;-11.68;4.16;-28.96
260;47.4731938833333;19.0632051833333;110.742;6.403;0.565;0.01;1.935;-11.68;4.16;-28.96
261;47.4731960666667;19.0631993166667;110.721;6.403;0.565;0.01;1.935;-11.68;4.16;-28.96
262;47.4731988166667;19.0631939166667;110.67;6.403;0.565;0.01;1.935;-11.68;4.16;-28.96
263;47.4731988166667;19.0631939166667;110.67;6.403;0.565;0.01;1.935;-11.68;4.16;-28.96
264;47.4732017833333;19.0631891666667;110.683;6.518;0.565;0.01;1.935;-11.68;4.16;-28.96
265;47.4732079;19.0631821833333;110.722;6.518;0.565;0.01;1.935;-11.68;4.16;-28.96
266;47.4732079;19.0631821833333;110.722;6.518;0.565;0.01;1.935;-11.68;4.16;-28.96
267;47.4732113333333;19.0631795333333;110.749;6.518;0.565;0.01;1.935;-11.68;4.16;-28.96
268;47.4732147666667;19.0631774333333;110.742;5.506;0.565;0.01;1.935;-11.68;4.16;-28.96
269;47.4732181833333;19.0631758;110.727;5.506;0.565;0.01;1.935;-11.68;4.16;-28.96
270;47.4732214333333;19.0631746166667;110.782;5.506;0.565;0.01;1.935;-11.68;4.16;-28.96
271;47.4732245833333;19.06317365;110.813;5.506;0.565;0.01;1.935;-11.68;4.16;-28.96
272;47.4732274666667;19.06317295;110.726;4.291;0.565;0.01;1.935;-11.68;4.16;-28.96
273;47.4732303666667;19.0631720166667;110.684;4.291;0.565;0.01;1.935;-11.68;4.16;-28.96
